Chr2R	0	70878	0.0409639451734451
Chr2R	70879	226700	0.0605612279445685
Chr2R	226701	306260	0.0456184159068317
Chr2R	306261	405756	0.0417616820553257
Chr2R	405757	455739	0.0417544964680051
Chr2R	455740	503876	0.0698618162366551
Chr2R	503877	538148	0.0233479156885056
Chr2R	538149	583610	0.085829898370613
Chr2R	583611	606309	0.071040681687291
Chr2R	606310	627913	0.0177735294881805
Chr2R	627914	648663	0.0208418285939285
Chr2R	648664	682064	0.0376055953901414
Chr2R	682065	709337	0.0202288049505986
Chr2R	709338	722281	0.0563158048202897
Chr2R	722282	738583	0.0459832349952519
Chr2R	738584	760474	0.0436907930327675
Chr2R	760475	777836	0.0396684667084627
Chr2R	777837	793284	0.00748924908746517
Chr2R	793285	811533	0.0183100161650289
Chr2R	811534	827676	0.0473976742797582
Chr2R	827677	841331	0.0230449349672916
Chr2R	841332	854216	0.0187208629528045
Chr2R	854217	869285	0.0230378427077011
Chr2R	869286	889353	0.0475186635918096
Chr2R	889354	901908	0.0360050516549795
Chr2R	901909	916198	0.0276748785924138
Chr2R	916199	927650	0.0464483372567927
Chr2R	927651	944214	0.0265277465662416
Chr2R	944215	956219	0.0226731915474832
Chr2R	956220	972773	0.0255774816225151
Chr2R	972774	995508	0.017013429769345
Chr2R	995509	1010647	0.0251474278914228
Chr2R	1010648	1023059	0.0212208634656471
Chr2R	1023060	1038268	0.0666884683500833
Chr2R	1038269	1054155	0.0162794715758411
Chr2R	1054156	1071267	0.0278270568718093
Chr2R	1071268	1088254	0.0245249031829321
Chr2R	1088255	1100011	0.0174008060898858
Chr2R	1100012	1114474	0.0212873476420504
Chr2R	1114475	1124893	0.0328020237761189
Chr2R	1124894	1136096	0.02437826771114
Chr2R	1136097	1149920	0.0180025888501557
Chr2R	1149921	1162165	0.0455349017827094
Chr2R	1162166	1173150	0.0225321218204191
Chr2R	1173151	1191318	0.0586057281088837
Chr2R	1191319	1210586	0.02595544348915
Chr2R	1210587	1229612	0.0314236714160066
Chr2R	1229613	1242808	0.0404174664554747
Chr2R	1242809	1259674	0.0476073932785995
Chr2R	1259675	1287929	0.0760751805733446
Chr2R	1287930	1297613	0.03206701229408
Chr2R	1297614	1309828	0.0332621462126802
Chr2R	1309829	1321451	0.046430198846542
Chr2R	1321452	1336639	0.0201974425767399
Chr2R	1336640	1349473	0.0125928332668943
Chr2R	1349474	1359325	0.0175880408195588
Chr2R	1359326	1371969	0.0232404779462482
Chr2R	1371970	1384841	0.0122694042334513
Chr2R	1384842	1394287	0.0158956012216674
Chr2R	1394288	1404193	0.0253898019124072
Chr2R	1404194	1415257	0.00761273115716351
Chr2R	1415258	1426588	0.0311277241007959
Chr2R	1426589	1470052	0.029634541421662
Chr2R	1470053	1501709	0.0348123332613716
Chr2R	1501710	1520756	0.0596834351255824
Chr2R	1520757	1546285	0.0096524689106347
Chr2R	1546286	1567605	0.0131263804224696
Chr2R	1567606	1582586	0.0170098725822218
Chr2R	1582587	1599196	0.0175104629673366
Chr2R	1599197	1611529	0.00923807870410591
Chr2R	1611530	1621635	0.00916851642161624
Chr2R	1621636	1632343	0.0644578903730591
Chr2R	1632344	1648717	0.0179221555767511
Chr2R	1648718	1665942	0.0120196590772628
Chr2R	1665943	1678195	0.0110941149903437
Chr2R	1678196	1694815	0.00733413920173308
Chr2R	1694816	1710633	0.0147210160832517
Chr2R	1710634	1729468	0.0197694734076888
Chr2R	1729469	1750486	0.0249297258841942
Chr2R	1750487	1767247	0.0174126254515834
Chr2R	1767248	1784677	0.0203665062452407
Chr2R	1784678	1812427	0.00863033332946114
Chr2R	1812428	1832953	0.00913630083190473
Chr2R	1832954	1848488	0.0128606451015705
Chr2R	1848489	1870611	0.00783158551062736
Chr2R	1870612	1890088	0.0106784054948814
Chr2R	1890089	1911594	0.0267996273137895
Chr2R	1911595	1929194	0.0186122008380821
Chr2R	1929195	1946563	0.0224458923738641
Chr2R	1946564	1965847	0.00773175220432813
Chr2R	1965848	1998068	0.0115171566558343
Chr2R	1998069	2014014	0.0122489162721485
Chr2R	2014015	2029828	0.0164968374368282
Chr2R	2029829	2045556	0.0563212243108014
Chr2R	2045557	2060142	0.0834290551505106
Chr2R	2060143	2075741	0.0701034267769558
Chr2R	2075742	2093821	0.0271174673568345
Chr2R	2093822	2116675	0.0221738677713738
Chr2R	2116676	2154236	0.0160590770337467
Chr2R	2154237	2325076	0.0284312887863129
Chr2R	2325077	2352477	0.0213482147093353
Chr2R	2352478	2388019	0.0191799879129931
Chr2R	2388020	2404418	0.0165980867969222
Chr2R	2404419	2414777	0.0142720150002843
Chr2R	2414778	2426158	0.0150675983525572
Chr2R	2426159	2436687	0.016976748245127
Chr2R	2436688	2448658	0.00976555436488431
Chr2R	2448659	2464157	0.01015750057884
Chr2R	2464158	2484466	0.0248562199398707
Chr2R	2484467	2496390	0.00862944870869796
Chr2R	2496391	2517577	0.0110751903736896
Chr2R	2517578	2538777	0.0104765932064315
Chr2R	2538778	2567415	0.0126636612075202
Chr2R	2567416	2586322	0.0133637810686629
Chr2R	2586323	2606985	0.006949056549414
Chr2R	2606986	2634819	0.0169767900498493
Chr2R	2634820	2658150	0.0182698111672559
Chr2R	2658151	2673941	0.0289723583461764
Chr2R	2673942	2686426	0.0289946079292309
Chr2R	2686427	2705860	0.030288788040034
Chr2R	2705861	2722608	0.0255756478197457
Chr2R	2722609	2738626	0.0161440229819443
Chr2R	2738627	2754188	0.0134958316357834
Chr2R	2754189	2772628	0.0106983058121656
Chr2R	2772629	2786877	0.0117115143962045
Chr2R	2786878	2801019	0.0242280468893198
Chr2R	2801020	2814738	0.0172773368818099
